voltage_trace
-59.875
-59.7506
-59.6269
-59.5037
-59.3812
-59.2593
-59.138
-59.0173
-58.8972
-58.7778
-58.6589
-58.5406
-58.4229
-58.3058
-58.1892
-58.0733
-57.9579
-57.8431
-57.7289
-57.6153
-57.5022
-57.3897
-57.2777
-57.1663
-57.0555
-56.9452
20
20
20
20
20
20
20
20
20
20
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-59.875
-59.7506
-59.6269
-59.5037
-59.3812
-59.2593
-59.138
-59.0173
-58.8972
-58.7778
-58.6589
-58.5406
-58.4229
-58.3058
-58.1892
20
20
20
20
20
20
20
20
20
20
20
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-59.875
-59.7506
-59.6269
-59.5037
-59.3812
-59.2593
-59.138
-59.0173
-58.8972
-58.7778
-58.6589
-58.5406
-58.4229
-58.3058
-58.1892
-58.0733
-57.9579
-57.8431
-57.7289
-57.6153
-57.5022
-57.3897
-57.2777
-57.1663
-57.0555
-56.9452
-56.8355
-56.7263
-56.6177
-56.5096
-56.4021
-56.295
-56.1886
-56.0826
-55.9772
-55.8723
-55.768
-55.6641
-55.5608
-55.458
-55.3557
-55.2539
-55.1527
-55.0519
-54.9516
-54.8519
-54.7526
-54.6539
-54.5556
-54.4578
-54.3605
-54.2637
-54.1674
-54.0716
-53.9762
-53.8813
-53.7869
-53.693
-53.5995
-53.5065
-53.414
-53.3219
-53.2303
-53.1392
-53.0485
-52.9582
-52.8684
-52.7791
-52.6902
-52.6017
-52.5137
-52.4262
-52.339
-52.2523
-52.1661
-52.0802
-51.9948
-51.9099
-51.8253
-51.7412
-51.6575
-51.5742
-51.4913
-51.4089
-51.3268
-51.2452
-51.164
-51.0832
-51.0027
-50.9227
-50.8431
-50.7639
-50.6851
-50.6066
-50.5286
-50.451
-50.3737
-50.2968
-50.2204
-50.1443
-50.0685
20
20
20
20
20
20
20
20
20
20
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-59.875
-59.7506
-59.6269
-59.5037
-59.3812
-59.2593
-59.138
-59.0173
-58.8972
-58.7778
-58.6589
-58.5406
-58.4229
-58.3058
-58.1892
-58.0733
-57.9579
-57.8431
-57.7289
-57.6153
-57.5022
-57.3897
-57.2777
-57.1663
-57.0555
-56.9452
-56.8355
-56.7263
-56.6177
-56.5096
-56.4021
-56.295
-56.1886
-56.0826
-55.9772
-55.8723
-55.768
-55.6641
-55.5608
-55.458
-55.3557
-55.2539
-55.1527
-55.0519
-54.9516
-54.8519
-54.7526
-54.6539
-54.5556
-54.4578
-54.3605
-54.2637
-54.1674
-54.0716
-53.9762
-53.8813
-53.7869
-53.693
-53.5995
-53.5065
-53.414
-53.3219
-53.2303
-53.1392
-53.0485
-52.9582
-52.8684
-52.7791
-52.6902
-52.6017
-52.5137
-52.4262
-52.339
-52.2523
-52.1661
-52.0802
-51.9948
-51.9099
-51.8253
-51.7412
-51.6575
-51.5742
-51.4913
-51.4089
-51.3268
-51.2452
-51.164
-51.0832
-51.0027
-50.9227
-50.8431
-50.7639
-50.6851
-50.6066
-50.5286
-50.451
-50.3737
-50.2968
-50.2204
-50.1443
-50.0685
20
20
20
20
20
20
20
20
20
20
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-59.875
-59.7506
-59.6269
-59.5037
-59.3812
-59.2593
-59.138
-59.0173
-58.8972
-58.7778
-58.6589
-58.5406
-58.4229
-58.3058
-58.1892
-58.0733
-57.9579
20
20
20
20
20
20
20
20
20
20
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-59.875
-59.7506
-59.6269
-59.5037
-59.3812
-59.2593
-59.138
-59.0173
-58.8972
-58.7778
-58.6589
-58.5406
-58.4229
-58.3058
-58.1892
-58.0733
-57.9579
-57.8431
-57.7289
-57.6153
-57.5022
-57.3897
-57.2777
-57.1663
-57.0555
-56.9452
-56.8355
-56.7263
-56.6177
-56.5096
-56.4021
-56.295
-56.1886
-56.0826
-55.9772
-55.8723
-55.768
-55.6641
-55.5608
-55.458
-55.3557
-55.2539
-55.1527
-55.0519
-54.9516
-54.8519
-54.7526
-54.6539
-54.5556
-54.4578
-54.3605
-54.2637
-54.1674
-54.0716
-53.9762
-53.8813
-53.7869
-53.693
-53.5995
-53.5065
-53.414
-53.3219
-53.2303
-53.1392
-53.0485
-52.9582
-52.8684
-52.7791
-52.6902
-52.6017
-52.5137
-52.4262
-52.339
-52.2523
-52.1661
-52.0802
-51.9948
-51.9099
-51.8253
-51.7412
-51.6575
-51.5742
-51.4913
-51.4089
-51.3268
-51.2452
-51.164
-51.0832
-51.0027
-50.9227
-50.8431
-50.7639
-50.6851
-50.6066
-50.5286
-50.451
-50.3737
-50.2968
-50.2204
-50.1443
-50.0685
20
20
20
20
20
20
20
20
20
20
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
-60
